problem_id,problem_tier,categories
20111,17,['5']
20112,17,['1']
20113,17,"['4', '16']"
20114,17,"['11', '25']"
20115,17,['1']
20116,17,"['11', '23']"
20117,17,"['14', '16']"
20119,17,['16']
20120,17,"['1', '4', '16']"
20121,17,"['4', '16', '22']"
20122,17,['22']
20123,17,"['7', '12']"
20125,17,"['1', '11', '16', '25']"
20126,17,['7']
20127,17,['22']
20128,17,"['2', '5', '9']"
20129,17,"['1', '16']"
20130,17,['16']
20131,17,"['16', '22']"
20132,17,['16']
20133,17,['1']
20134,17,"['2', '16']"
20135,17,"['1', '7']"
20136,17,"['15', '16']"
20137,17,"['1', '9', '17']"
20138,17,"['7', '14']"
20139,17,['16']
20140,17,"['4', '16', '22']"
20141,17,"['1', '7', '12']"
20142,17,"['11', '19', '25']"
20143,17,['11']
20144,17,"['19', '22']"
20145,17,['14']
20146,17,"['2', '16']"
20147,17,"['1', '7', '11', '12']"
20148,17,"['11', '18', '19', '25']"
20149,17,"['1', '7', '9']"
20150,17,"['7', '12']"
20151,17,['5']
20152,17,['7']
20153,17,"['11', '25']"
20154,17,['1']
20155,17,['7']
20156,17,['2']
20157,17,"['2', '4']"
20158,17,"['2', '3', '11', '14']"
20159,17,"['1', '2', '4', '7', '12', '22']"
20160,17,['5']
20161,17,"['1', '13', '16']"
20162,17,['22']
20163,17,"['7', '11', '12']"
20164,17,"['7', '12']"
20165,17,"['7', '12', '26']"
20166,17,['22']
20167,17,['16']
20168,17,['19']
20169,17,"['1', '6', '26']"
20170,17,"['1', '19', '22']"
20171,17,['1']
20172,17,"['1', '3', '14']"
20173,17,"['1', '16']"
20174,17,"['1', '26']"
20176,17,['2']
20177,17,"['1', '3', '19']"
20178,17,"['7', '12', '22']"
20179,17,"['3', '4']"
20180,17,"['1', '16']"
20181,17,"['1', '8']"
20182,17,"['7', '14']"
20183,17,['26']
20184,17,['1']
20185,17,"['7', '12']"
20186,17,['1']
20187,17,"['1', '2', '19']"
20188,17,"['7', '13']"
20190,17,['1']
20191,17,"['2', '4', '6']"
20192,17,"['1', '11', '19']"
20193,17,"['7', '12']"
20194,17,['1']
20195,17,"['3', '7']"
20196,17,['2']
20197,17,"['7', '12']"
20199,17,"['3', '11']"
20200,17,"['11', '25']"
20201,17,"['7', '11']"
20203,17,"['2', '7']"
20204,17,['1']
20205,17,"['2', '4', '7', '22']"
20206,17,"['8', '11', '14', '25']"
20207,17,"['1', '9']"
20208,17,"['7', '11', '16']"
20209,17,['19']
20210,17,"['7', '12']"
20211,17,"['2', '7', '12']"
20214,17,"['1', '26']"
20215,17,['2']
20216,17,"['5', '9', '11']"
20217,17,['22']
20218,17,"['7', '12']"
20219,17,['1']
20220,17,"['3', '4', '16']"
20221,17,"['7', '12']"
20222,17,['2']
20223,17,"['4', '7', '12']"
20224,17,"['16', '22']"
20226,17,"['1', '5']"
20227,17,"['6', '7']"
20228,17,"['1', '9']"
20229,17,"['11', '18', '25']"
20230,17,"['4', '16']"
20231,17,"['7', '24']"
20232,17,['1']
20233,17,['1']
20234,17,"['4', '22']"
20235,17,['16']
20236,17,"['1', '16']"
20237,17,['21']
20238,17,"['16', '22']"
20241,17,['21']
20242,17,['22']
20243,17,"['1', '13']"
20244,17,['1']
20245,17,['21']
20246,17,['4']
20247,17,['22']
20248,17,['22']
20249,17,['16']
20250,17,['1']
20251,17,"['7', '16']"
20253,17,['11']
20254,17,"['1', '9', '16', '17', '18']"
20255,17,['16']
20256,17,"['3', '11']"
20257,17,['3']
20258,17,"['11', '25']"
20259,17,['16']
20260,17,['5']
20261,17,"['11', '25']"
20262,17,"['1', '5']"
20263,17,"['3', '14', '19']"
20264,17,"['9', '11']"
20265,17,['1']
20266,17,"['4', '7']"
20267,17,"['2', '16']"
20268,17,"['1', '7', '9']"
20269,17,"['1', '2', '7']"
20270,17,['7']
20271,17,"['11', '14', '19', '23']"
20272,17,"['2', '4', '16']"
20273,17,"['16', '22']"
20274,17,['9']
20275,17,['3']
20276,17,"['7', '10', '11', '12']"
20277,17,"['7', '16']"
20278,17,"['11', '25']"
20279,17,"['1', '3']"
20280,17,['7']
20281,17,"['3', '7', '9']"
20282,17,"['7', '20']"
20283,17,['16']
20284,17,['16']
20285,17,['1']
20286,17,"['3', '7']"
20287,17,"['7', '11', '14', '23']"
20288,17,"['11', '22', '23']"
20289,17,"['9', '11', '25']"
20290,17,"['1', '16']"
20291,17,"['1', '9', '16']"
20292,17,"['1', '9', '16']"
20293,17,"['1', '19']"
20294,17,['14']
20295,17,['16']
20296,17,['5']
20297,17,['6']
20298,17,['1']
20299,17,"['2', '5', '17']"
20300,17,"['1', '2']"
20301,17,"['4', '5', '6', '7', '9', '11']"
20302,17,"['1', '26']"
20303,17,"['11', '25']"
20304,17,"['7', '16']"
20305,17,"['11', '25']"
20306,17,"['2', '16', '22']"
20307,17,"['1', '26']"
20308,17,['22']
20309,17,"['7', '12', '14']"
20310,17,"['1', '26']"
20311,17,"['1', '7']"
20312,17,"['1', '7']"
20313,17,"['10', '11', '14', '19', '22']"
20314,17,"['8', '11', '25']"
20315,17,['1']
20316,17,"['1', '16']"
20317,17,['21']
20318,17,['1']
20319,17,['16']
20320,17,"['1', '16']"
20321,17,"['1', '5', '9', '11']"
20322,17,"['7', '11']"
20323,17,"['9', '11', '17', '25']"
20324,17,['1']
20325,17,['16']
20326,17,"['2', '7']"
20327,17,['16']
20328,17,['2']
20329,17,"['7', '12']"
20330,17,"['8', '13', '14']"
20331,17,"['11', '18', '19', '25']"
20332,17,"['3', '19']"
20333,17,"['1', '7', '12']"
20334,17,"['2', '4']"
20335,17,['16']
20336,17,['1']
20337,17,"['1', '16']"
20338,17,['1']
20339,17,['7']
20340,17,"['7', '12']"
20341,17,"['7', '24']"
20342,17,"['7', '24']"
20343,17,['5']
20344,17,"['1', '16']"
20346,17,['1']
20347,17,"['1', '3', '19']"
20348,17,"['3', '16']"
20349,17,['22']
20350,17,"['3', '7', '9']"
20351,17,"['4', '16']"
20352,17,"['1', '3', '4', '5', '7', '17']"
20353,17,"['2', '14']"
20354,17,"['1', '3', '26']"
20355,17,"['1', '11']"
20356,17,"['1', '7', '12', '26']"
20357,17,"['3', '16']"
20359,17,['8']
20360,17,"['16', '19']"
20361,17,['1']
20362,17,['9']
20363,17,['2']
20364,17,"['3', '16']"
20365,17,['22']
20368,17,"['10', '11']"
20369,17,"['3', '4']"
20370,17,"['1', '16']"
20371,17,['5']
20372,17,"['1', '3', '7', '12', '26']"
20373,17,"['7', '12']"
20374,17,['1']
20375,17,['1']
20376,17,['1']
20377,17,"['1', '16']"
20378,17,"['9', '11']"
20379,17,['16']
20380,17,"['4', '13', '16']"
20381,17,"['2', '9']"
20382,17,"['2', '14', '22']"
20383,17,"['7', '11', '12']"
20384,17,"['4', '22']"
20385,17,['1']
20386,17,"['8', '22']"
20387,17,['5']
20388,17,"['7', '20', '22']"
20389,17,['7']
20390,17,"['13', '14']"
20391,17,"['7', '20']"
20393,17,"['11', '25']"
20394,17,['1']
20395,17,"['7', '12', '22']"
20396,17,['16']
20397,17,"['2', '16']"
20398,17,"['1', '3']"
20399,17,"['1', '16', '26']"
20400,17,"['11', '18', '25']"
20401,17,['16']
20403,17,['1']
20404,17,"['11', '23']"
20405,17,['1']
20406,17,"['2', '16']"
20407,17,['5']
20408,17,['1']
20409,17,['5']
20411,17,"['7', '12']"
20412,17,"['7', '12']"
20413,17,"['1', '18']"
20414,17,['1']
20415,17,"['1', '26']"
20416,17,['7']
20417,17,['1']
20418,17,['19']
20419,17,['2']
20420,17,"['1', '2', '16']"
20421,17,"['3', '10', '11']"
20422,17,"['13', '14', '22']"
20424,17,['7']
20425,17,['16']
20426,17,"['1', '3', '16']"
20427,17,"['2', '6']"
20428,17,"['1', '9']"
20429,17,"['11', '16', '23']"
20431,17,"['4', '7', '9']"
20432,17,"['7', '12']"
20433,17,"['14', '16', '22']"
20434,17,"['14', '16', '22']"
20435,17,"['1', '11', '25']"
20436,17,"['1', '2', '11', '25']"
20437,17,"['14', '16']"
20438,17,['14']
20439,17,"['3', '4', '7', '9']"
20440,17,"['1', '7', '9']"
20441,17,"['1', '11', '19', '25']"
20442,17,"['1', '26']"
20443,17,"['11', '18', '25']"
20444,17,"['7', '12']"
20445,17,"['1', '7', '12']"
20446,17,['1']
20447,17,['9']
20448,17,"['1', '7']"
20449,17,['16']
20450,17,['16']
20451,17,"['11', '19', '25']"
20452,17,"['7', '9']"
20453,17,['16']
20454,17,['5']
20455,17,"['1', '7', '9']"
20456,17,['22']
20457,17,"['3', '22']"
20458,17,"['4', '16']"
20459,17,"['4', '7', '12']"
20460,17,"['3', '7', '16']"
20461,17,"['3', '11']"
20462,17,"['1', '16']"
20463,17,['7']
20464,17,"['7', '9', '16']"
20465,17,['16']
20466,17,['5']
20467,17,['1']
20468,17,"['1', '7', '12']"
20470,17,"['15', '16']"
20471,17,"['1', '16']"
20472,17,"['7', '11', '20', '23']"
20473,17,"['11', '25']"
20474,17,"['7', '16']"
20475,17,['16']
20476,17,['19']
20477,17,"['7', '20']"
20478,17,"['3', '16', '19']"
20479,17,['8']
20480,17,['16']
20481,17,['16']
20482,17,"['11', '18', '19', '25']"
20483,17,['1']
20484,17,['5']
20485,17,['16']
20486,17,"['1', '26']"
20487,17,['14']
20488,17,"['3', '10', '11']"
20489,17,['1']
20490,17,"['1', '26']"
20491,17,"['1', '15', '26']"
20492,17,"['1', '16']"
20493,17,['16']
20494,17,['16']
20495,17,"['1', '14']"
20496,17,"['1', '7', '9']"
20497,17,"['1', '8']"
20498,17,"['2', '16', '19']"
20499,18,['16']
20500,17,['16']
20501,17,['1']
20502,17,"['11', '23']"
20503,17,"['1', '26']"
20504,17,['16']
20505,17,"['2', '7', '10', '11']"
20506,17,"['7', '17', '18']"
20507,17,['16']
20508,17,['7']
20509,17,"['1', '3', '9']"
20510,17,['5']
20511,17,"['11', '25']"
20512,17,['7']
20513,17,"['1', '26']"
20514,17,['22']
20515,17,"['4', '8', '19']"
20516,17,['1']
20517,17,['1']
20518,17,"['3', '8', '19']"
20519,17,"['7', '24']"
20520,17,"['2', '3', '4', '7']"
20521,17,"['2', '17', '18']"
20522,17,"['2', '16']"
20523,17,"['1', '7']"
20524,17,"['11', '18', '25']"
20525,17,"['3', '11']"
20526,17,['1']
20527,17,"['4', '7', '16']"
20528,17,"['2', '11', '19']"
20529,17,"['7', '11']"
20531,17,"['1', '26']"
20532,17,"['1', '16']"
20533,17,"['1', '14', '16', '22']"
20534,17,"['2', '4', '13', '26']"
20535,17,['1']
20536,17,"['7', '11', '23']"
20537,17,['16']
20538,17,['7']
20539,17,"['4', '14', '16']"
20540,17,['7']
20541,17,['4']
20542,17,['7']
20543,17,['14']
20544,17,"['16', '17']"
20545,17,['16']
20546,17,"['13', '16']"
20547,17,['3']
20548,17,"['1', '9']"
20549,17,['5']
20550,17,"['11', '19']"
20551,17,['1']
20552,17,['1']
20553,17,['1']
20554,17,"['11', '25']"
20556,17,"['2', '11']"
20557,17,['21']
20558,17,"['13', '19']"
20559,17,['7']
20560,17,"['14', '22']"
20561,17,['2']
20562,17,"['1', '7', '9']"
20563,17,"['1', '7', '9']"
20564,17,"['1', '10', '11', '25']"
20565,17,"['7', '12', '14']"
20566,17,"['3', '10', '11']"
20567,17,"['7', '12']"
20568,17,"['2', '7']"
20569,17,"['1', '13']"
20570,17,['27']
20571,17,"['2', '7']"
20572,17,"['1', '13']"
20573,17,"['7', '12']"
20574,17,"['1', '7', '26']"
20575,17,['22']
20576,17,['16']
20577,17,['7']
20578,17,"['16', '26']"
20579,17,['5']
20580,17,['17']
20581,17,"['3', '11', '19']"
20582,17,['13']
20584,17,['1']
20585,17,"['1', '7', '20']"
20586,17,['13']
20587,17,['1']
20588,17,"['16', '22']"
20589,17,"['2', '11', '25']"
20590,17,"['9', '16']"
20591,17,"['9', '16']"
20592,17,"['1', '16']"
20593,17,['1']
20594,17,"['8', '16']"
20595,17,"['1', '11', '25', '26']"
20596,17,['1']
20597,17,"['3', '19']"
20598,17,"['11', '14', '23']"
20599,17,['5']
20600,17,['1']
20601,17,"['1', '16']"
20602,17,['1']
20603,17,"['4', '22']"
20604,17,"['1', '13', '16']"
20605,17,"['1', '11']"
20606,17,"['3', '19']"
20607,17,['19']
20608,17,"['7', '12']"
20609,17,"['7', '16']"
20610,17,"['14', '19']"
20611,17,['5']
20612,18,"['5', '7', '9', '11']"
20613,17,['7']
20614,17,"['3', '19']"
20615,17,"['11', '25']"
20616,17,"['3', '8']"
20617,17,"['14', '21', '26']"
20618,17,['11']
20619,17,['7']
20620,17,"['1', '16']"
20621,17,"['2', '4']"
20622,17,"['11', '23']"
20623,17,['1']
20624,17,['7']
20625,17,"['3', '26']"
20626,17,"['1', '16']"
20627,17,"['2', '5']"
20628,17,['18']
20629,17,"['11', '23']"
20630,17,"['11', '25']"
20631,17,['16']
20632,17,"['1', '9']"
20633,17,"['1', '16']"
20634,17,['22']
20635,18,['2']
20636,17,['7']
20637,17,"['2', '4', '7']"
20638,17,"['3', '7']"
20639,17,['1']
20640,17,"['11', '22', '23']"
20642,17,"['11', '14', '25']"
20643,17,"['11', '14', '25']"
20644,17,"['2', '4', '26']"
20645,17,"['4', '7', '15']"
20646,17,"['4', '13']"
20647,17,['1']
20648,17,"['2', '7', '16']"
20649,17,"['1', '9']"
20650,17,"['7', '12']"
20651,17,"['2', '22']"
20652,17,"['3', '16']"
20653,17,"['3', '8']"
20656,17,['6']
20657,17,"['3', '11']"
20658,17,"['3', '4']"
20659,17,"['7', '9']"
20660,17,"['13', '14']"
20661,17,"['1', '7', '16']"
20662,17,['16']
20663,17,['16']
20664,17,"['1', '16']"
20665,17,['2']
20666,17,"['2', '3', '15']"
20667,17,"['9', '19']"
20668,17,['3']
20669,17,['7']
20670,17,"['7', '12']"
20671,17,"['1', '7', '12']"
20672,17,"['1', '7']"
20673,17,"['14', '16']"
20676,17,['3']
20677,17,['7']
20678,17,"['14', '16']"
20679,17,['22']
20680,17,"['4', '16']"
20681,17,['9']
20682,17,['19']
20683,17,"['3', '17']"
20684,17,"['3', '7', '9']"
20685,17,['17']
20686,17,"['11', '19']"
20687,17,['2']
20688,17,['15']
20689,17,['16']
20690,17,"['11', '19']"
20691,17,"['2', '3']"
20692,17,"['1', '5', '7', '21']"
20693,17,['2']
20694,17,['1']
20695,17,"['3', '10', '11', '19', '26']"
20696,17,['11']
20698,17,['19']
20699,17,"['16', '19']"
20700,17,"['2', '7', '12']"
20701,17,"['2', '3']"
20702,17,['8']
20703,17,"['7', '16']"
20704,17,"['16', '22']"
20705,17,['16']
20706,17,"['3', '10', '11', '19']"
20707,17,"['3', '13', '19']"
20708,17,['3']
20709,17,"['4', '13']"
20710,17,"['1', '2', '26']"
20711,17,"['11', '14', '25']"
20712,17,['1']
20713,17,"['1', '11', '19', '25']"
20714,17,"['11', '23']"
20715,17,['7']
20716,17,['4']
20717,17,"['1', '4', '16', '26']"
20718,17,['7']
20719,17,"['3', '16', '19']"
20720,17,"['11', '25']"
20721,17,"['3', '11', '19', '25']"
20722,17,"['3', '11', '16']"
20723,17,"['3', '14']"
20724,17,['7']
20725,17,"['3', '16', '22']"
20726,17,['11']
20727,17,"['1', '16']"
20728,17,"['2', '6']"
20729,17,['14']
20730,17,"['9', '10', '11']"
20731,17,"['1', '7', '9', '16']"
20732,17,"['2', '3']"
20733,17,['7']
20734,17,"['10', '11', '22']"
20735,17,"['7', '26']"
20736,17,['1']
20737,17,['1']
20738,17,"['1', '9']"
20739,17,"['1', '26']"
20740,17,"['1', '9', '16']"
20741,17,"['1', '11', '16', '23']"
20742,17,"['2', '5', '9', '11']"
20743,17,"['2', '7', '19']"
20744,17,"['16', '18']"
20745,17,['16']
20746,17,"['1', '13']"
20747,17,"['11', '19', '23']"
20748,17,"['1', '16', '26']"
20749,17,"['1', '16']"
20750,17,['3']
20751,17,"['3', '16']"
20752,17,"['5', '7']"
20753,17,['16']
20754,17,['1']
20755,17,['3']
20756,17,['16']
20757,17,['1']
20758,17,['16']
20759,17,"['1', '13', '19']"
20760,17,['16']
20761,17,['11']
20762,17,"['1', '13']"
20763,17,"['8', '10', '11', '25']"
20764,17,"['1', '26']"
20765,17,"['3', '26']"
20766,17,"['16', '22']"
20768,17,['1']
20769,17,"['3', '10', '11']"
20771,17,"['3', '19']"
20772,17,"['11', '22', '25']"
20773,17,"['5', '21']"
20774,17,"['2', '16', '17']"
20775,17,"['3', '7', '11', '12']"
20776,17,['1']
20777,17,['16']
20778,17,"['3', '16', '19']"
20779,17,"['10', '11', '14']"
20780,17,"['1', '22', '26']"
20781,17,"['2', '4', '16']"
20782,17,['7']
20785,17,['7']
20786,17,['11']
20787,17,"['3', '8', '11']"
20788,17,"['1', '19']"
20789,17,"['1', '13']"
20790,17,"['1', '3']"
20791,17,['8']
20792,17,"['2', '4', '15', '16']"
20793,17,"['2', '7']"
20794,17,['22']
20795,17,"['7', '12', '26']"
20796,17,"['4', '7', '9', '24']"
20797,17,"['1', '4', '10', '11']"
20798,17,"['7', '16']"
20799,17,"['14', '16', '22']"
20800,17,"['13', '14']"
20801,17,"['1', '19']"
20802,17,"['5', '16']"
20803,17,['22']
20804,17,['7']
20805,17,"['2', '7']"
20806,17,"['1', '2']"
20807,17,"['1', '3', '7', '9']"
20808,17,"['5', '22']"
20809,17,"['1', '16', '26']"
20810,17,"['1', '7']"
20811,17,"['16', '22']"
20812,17,"['1', '6']"
20813,17,"['1', '6', '16']"
20814,17,"['1', '7', '26']"
20815,17,['1']
20816,17,"['16', '22']"
20817,17,"['1', '16']"
20818,17,['2']
20819,17,['22']
20820,17,"['7', '12']"
20821,17,"['14', '16']"
20822,17,['16']
20823,17,"['2', '7']"
20824,17,"['1', '16']"
20825,17,"['2', '7', '9']"
20826,17,"['3', '11', '19']"
20827,17,"['1', '16']"
20828,17,"['2', '11', '14']"
20829,17,"['7', '24']"
20830,17,"['1', '11', '19']"
20831,17,"['7', '9', '14']"
20832,17,"['3', '11', '25']"
20833,17,"['2', '7', '9']"
20834,17,"['2', '4', '16']"
20835,17,"['16', '22']"
20836,17,"['1', '7', '12']"
20837,17,['1']
20838,17,['2']
20839,17,['2']
20840,17,"['3', '4', '13', '14']"
20841,17,"['11', '18', '25']"
20842,17,"['2', '16']"
20843,17,['1']
20844,17,"['1', '6', '16']"
20845,17,"['1', '13']"
20846,17,['26']
20847,17,"['3', '9', '10', '11']"
20848,17,"['16', '22']"
20849,17,"['1', '7', '9', '17']"
20850,17,"['1', '7', '20']"
20851,17,"['11', '25']"
20852,17,"['16', '22']"
20853,17,"['7', '9', '16']"
20854,17,"['7', '13']"
20855,17,"['7', '11', '14', '23']"
20856,17,"['2', '14', '16']"
20857,17,"['7', '14', '22']"
20858,17,"['7', '9', '11', '12', '23']"
20859,17,"['2', '11', '19']"
20860,17,"['2', '11', '19']"
20861,17,"['2', '19']"
20862,17,['16']
20863,17,"['11', '25']"
20864,17,"['1', '26', '27']"
20865,17,"['14', '16']"
20866,17,"['2', '11']"
20867,17,"['7', '10', '11']"
20868,17,"['1', '7', '12', '22']"
20869,17,['3']
20870,17,"['11', '15', '16', '19']"
20871,17,"['7', '11']"
20872,17,['7']
20873,17,"['11', '15', '25']"
20874,17,"['3', '14', '16']"
20875,17,"['14', '16']"
20876,17,"['1', '26']"
20877,17,['16']
20878,17,"['1', '26']"
20879,17,"['4', '13']"
20880,17,['1']
20881,17,"['1', '7', '9']"
20883,17,"['11', '18']"
20884,17,['7']
20885,17,"['1', '8', '22']"
20886,17,"['3', '5', '14']"
20887,17,"['7', '24']"
20888,17,['16']
20889,17,"['15', '16', '19']"
20890,17,['16']
20891,17,"['1', '9']"
20892,17,"['7', '12']"
20893,17,"['1', '26']"
20894,17,['3']
20895,17,"['14', '16']"
20896,17,['3']
20897,17,['14']
20898,17,"['2', '16', '19']"
20899,17,['5']
20900,17,['16']
20901,17,"['1', '13']"
20902,17,"['1', '7', '9', '12']"
20903,17,['1']
20904,17,['7']
20905,17,"['1', '3', '9']"
20906,17,"['11', '14', '25']"
20907,17,"['8', '16']"
20908,17,"['1', '9']"
20909,17,['7']
20910,17,"['2', '4', '16']"
20911,17,['11']
20912,17,['16']
20913,17,['7']
20914,17,"['2', '5', '7', '11']"
20915,17,"['2', '10', '11']"
20916,17,"['10', '11', '19']"
20917,17,['1']
20918,17,"['16', '19']"
20919,17,['16']
20920,17,"['7', '9', '11', '23']"
20921,17,"['11', '19', '23']"
20922,17,"['7', '12', '19']"
20923,17,"['1', '9']"
20924,17,"['1', '7', '26']"
20925,17,['1']
20926,17,['11']
20927,17,['1']
20928,17,['9']
20929,17,"['3', '14', '19']"
20930,17,"['1', '13']"
20931,17,"['1', '13']"
20932,17,['9']
20933,17,"['1', '26']"
20934,17,"['1', '7', '9']"
20935,17,['19']
20936,17,['1']
20937,17,"['1', '16']"
20938,17,"['2', '11']"
20939,17,"['14', '16']"
20940,17,"['1', '16']"
20941,17,['16']
20942,17,"['11', '25']"
20943,17,"['1', '26']"
20944,17,"['1', '14', '16']"
20945,17,"['7', '19']"
20946,17,"['7', '20']"
20947,17,"['1', '16']"
20948,17,"['2', '16']"
20949,17,"['4', '11']"
20950,17,['22']
20951,17,"['14', '16', '26']"
20952,17,['7']
20954,17,"['7', '12']"
20955,17,['16']
20956,17,"['11', '23']"
20957,17,"['10', '11']"
20958,17,"['7', '11', '12']"
20959,17,"['1', '13']"
20960,17,"['4', '16']"
20961,17,"['1', '2', '7', '20']"
20962,17,"['1', '3', '19']"
20963,17,['7']
20964,17,"['7', '20']"
20965,17,"['11', '14', '25']"
20966,17,['4']
20967,17,"['11', '18']"
20968,17,"['3', '10', '11']"
20969,17,"['13', '14']"
20970,17,"['2', '19']"
20971,17,['1']
20972,17,"['2', '3', '19']"
20973,17,"['1', '26']"
20974,17,"['3', '10', '11', '16']"
20975,17,"['1', '7']"
20976,17,['1']
20977,17,"['3', '13', '14', '16']"
20978,17,['16']
20979,17,"['4', '16', '22']"
20980,17,"['1', '26']"
20981,17,['16']
20982,17,"['7', '14']"
20983,17,"['7', '12', '13']"
20984,17,"['3', '4', '14']"
20985,17,['3']
20986,17,"['2', '3', '4', '15', '16']"
20987,17,['16']
20988,17,"['1', '3', '7', '9']"
20989,17,"['3', '11', '23']"
20990,17,"['7', '9']"
20991,17,"['1', '16']"
20993,17,"['3', '5']"
20994,17,"['2', '19']"
20995,17,['1']
20996,17,['1']
20997,17,"['2', '13', '14']"
20998,17,"['1', '16', '17']"
20999,17,"['8', '13', '16', '19']"
21000,17,['16']
21001,17,"['2', '13']"
21002,17,"['14', '16']"
21003,17,['5']
21004,17,"['1', '7']"
21005,17,"['2', '6', '16']"
21006,17,"['14', '16']"
21007,17,['1']
21008,17,['7']
21009,17,['16']
21010,17,['22']
21011,17,['16']
21012,17,"['1', '7', '9']"
21013,17,"['14', '16']"
21014,17,"['3', '7', '11', '12', '19']"
21015,17,"['11', '25']"
21016,17,"['1', '8', '14']"
21017,17,"['11', '16']"
21018,17,['1']
21019,17,"['1', '11', '25']"
21020,17,"['3', '10', '11']"
21021,17,['7']
21022,17,['7']
21023,17,"['1', '7', '12', '26']"
21024,17,"['11', '19', '23']"
21025,17,"['7', '11', '23']"
21026,17,"['2', '7']"
21027,17,"['1', '13']"
21028,17,"['1', '26', '27']"
21029,17,['16']
21030,17,"['1', '22']"
21031,17,['1']
21032,17,['4']
21033,17,['11']
21035,17,"['2', '7', '11', '12']"
21036,17,['2']
21037,17,['16']
21038,17,"['3', '19']"
21039,17,['3']
21040,17,"['2', '7']"
21041,17,"['2', '4', '6']"
21042,17,['16']
21043,17,"['11', '25']"
21044,17,"['10', '11', '17', '19']"
21045,17,"['1', '2']"
21046,17,"['1', '16']"
21047,17,['16']
21048,17,"['1', '16']"
21049,17,"['3', '7']"
21050,17,"['14', '16']"
21051,17,['1']
21052,17,['16']
21053,17,['1']
21054,17,['1']
21055,17,['16']
21056,17,"['1', '3', '11', '14', '25']"
21057,17,"['1', '26']"
21058,17,"['2', '3', '22']"
21059,17,['16']
21060,17,"['1', '5', '26']"
21061,17,"['1', '5', '26']"
21062,17,"['1', '5', '26']"
21063,17,"['3', '7', '11', '23']"
21064,17,"['2', '11']"
21065,17,"['2', '16']"
21066,17,"['13', '26']"
21067,17,['7']
21068,17,"['1', '16']"
21069,17,"['7', '9', '16']"
21071,17,"['1', '7']"
21073,17,"['13', '16']"
21074,17,"['3', '10', '11']"
21075,17,"['7', '12']"
21076,17,"['3', '19']"
21077,17,['16']
21078,17,"['4', '6', '16']"
21079,17,['9']
21080,17,['16']
21081,17,"['1', '3', '19']"
21082,17,['16']
21083,17,"['11', '25']"
21084,17,"['1', '16']"
21085,17,['1']
21086,17,"['7', '12']"
21088,17,['1']
21090,17,"['16', '22']"
21091,17,"['1', '9']"
21092,17,"['1', '22']"
21093,17,"['16', '26']"
21094,17,['7']
21095,17,['7']
21096,17,['5']
21097,17,"['7', '11', '23']"
21098,17,['1']
21099,17,"['3', '4', '16']"
21101,17,"['3', '13']"
21102,17,"['1', '5']"
21103,17,"['14', '18', '22']"
21104,18,"['1', '26', '27']"
21105,18,"['1', '13']"
21106,18,['14']
21107,18,['4']
21108,18,"['2', '7']"
21109,18,"['7', '16']"
21110,18,"['3', '16']"
21111,18,['1']
21112,18,"['1', '16']"
21113,18,['1']
21114,18,"['7', '24']"
21115,18,['7']
21116,18,"['1', '3', '4', '13', '14']"
21117,18,"['1', '16']"
21118,18,['1']
21119,18,['16']
21120,18,['7']
21121,18,"['1', '3', '19']"
21122,18,"['1', '9', '11']"
21123,18,"['2', '5', '7', '12', '22']"
21124,18,"['11', '25']"
21125,18,['27']
21126,18,['5']
21127,18,"['2', '16']"
21128,18,"['1', '7']"
21129,18,"['1', '26']"
21130,18,"['7', '20']"
21131,18,"['1', '16']"
21132,18,['1']
21133,18,"['3', '19']"
21134,18,"['7', '10', '11', '20']"
21135,18,"['1', '13']"
21136,18,"['1', '7']"
21137,18,['5']
21138,18,['6']
21139,18,"['3', '4', '26']"
21140,18,['1']
21141,18,"['1', '2']"
21142,18,['22']
21143,18,"['4', '13']"
21144,18,['7']
21145,18,['14']
21146,18,"['1', '7', '20']"
21147,18,"['7', '11', '12']"
21148,18,['22']
21149,18,"['11', '16']"
21150,18,"['4', '11', '14', '16']"
21151,18,"['1', '7', '16', '26']"
21152,18,"['1', '4']"
21153,18,"['2', '16', '26']"
21154,18,"['1', '9']"
21155,18,"['7', '10', '11', '12']"
21156,18,"['1', '13', '19']"
21157,18,"['4', '5']"
21158,18,"['2', '5', '16']"
21159,18,['1']
21160,18,"['1', '4', '16', '17', '22']"
21161,18,"['1', '7', '9']"
21162,18,"['13', '14']"
21163,18,"['1', '14']"
21164,18,"['1', '13']"
21165,18,['1']
21166,18,['27']
21167,18,"['22', '27']"
21168,18,"['1', '7', '26']"
21169,18,['7']
21170,18,"['3', '11']"
21171,18,['1']
21172,18,['22']
21173,18,['22']
21174,18,"['11', '25']"
21175,18,"['7', '10', '11']"
21176,18,"['1', '10', '11', '19', '25']"
21177,18,"['7', '9', '11', '19', '25']"
21178,18,"['7', '11', '23']"
21179,18,['27']
21180,18,"['7', '9']"
21181,18,"['2', '7']"
21182,18,"['1', '13']"
21184,18,"['2', '16']"
21185,18,"['2', '3']"
21186,18,"['11', '25']"
21187,18,"['1', '14', '19']"
21188,18,"['1', '14', '19']"
21189,18,"['2', '3']"
21190,18,['1']
21191,18,['1']
21192,18,"['7', '12']"
21193,18,"['2', '7', '22']"
21194,18,['1']
21195,18,['22']
21196,18,"['16', '22']"
21197,18,"['3', '16', '17']"
21198,18,['16']
21199,18,"['2', '3', '13']"
